127.0.0.1 - - [17/Aug/2024:03:19:32 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:19:32 +0530] "GET /01-mini-project/Index.jsp HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:19:33 +0530] "GET /01-mini-project/Bank.webp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:19:33 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:19:47 +0530] "GET /01-mini-project/LoginController?username=pratham%40gmail.com&password=1234&user_type=admin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:19:47 +0530] "GET /01-mini-project/Admin.jsp HTTP/1.1" 200 3191
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:19:51 +0530] "GET /01-mini-project/AdminController?action=ViewTransactions HTTP/1.1" 200 8353
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:21:17 +0530] "POST /01-mini-project/AdminController HTTP/1.1" 200 9149
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:21:22 +0530] "POST /01-mini-project/AdminController HTTP/1.1" 200 17376
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:21:27 +0530] "POST /01-mini-project/AdminController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:21:27 +0530] "GET /01-mini-project/AddNewCustomer.jsp HTTP/1.1" 200 5176
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:21:28 +0530] "POST /01-mini-project/AdminController HTTP/1.1" 200 17376
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:21:29 +0530] "POST /01-mini-project/AdminController HTTP/1.1" 200 9149
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:23:29 +0530] "POST /01-mini-project/AdminController HTTP/1.1" 200 9149
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:23:29 +0530] "POST /01-mini-project/AdminController HTTP/1.1" 200 8353
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:23:31 +0530] "POST /01-mini-project/AdminController HTTP/1.1" 200 8353
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:20 +0530] "GET /01-mini-project/LogoutServlet? HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:21 +0530] "GET /01-mini-project/Index.jsp HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:34 +0530] "GET /01-mini-project/LoginController?username=pratham%40example.com&password=pass123&user_type=customer HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:34 +0530] "GET /01-mini-project/Customer.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:34 +0530] "GET /01-mini-project/blank.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:36 +0530] "GET /01-mini-project/CustomerController?action=NewTransaction HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:36 +0530] "GET /01-mini-project/NewTransaction.jsp HTTP/1.1" 200 5653
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:37 +0530] "GET /01-mini-project/CustomerController?action=Passbook HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:39 +0530] "GET /01-mini-project/Passbook.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:26:40 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 5311
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:27:26 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC512930&action=PrintPassbook HTTP/1.1" 200 4654
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:27:31 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 5311
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:31:09 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 5311
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:31:19 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 5307
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:31:33 +0530] "GET /01-mini-project/CustomerController?action=NewTransaction HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:31:33 +0530] "GET /01-mini-project/NewTransaction.jsp HTTP/1.1" 200 5653
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:31:47 +0530] "POST /01-mini-project/CustomerController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:31:47 +0530] "GET /01-mini-project/Customer.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:31:49 +0530] "GET /01-mini-project/CustomerController?action=Passbook HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:31:49 +0530] "GET /01-mini-project/Passbook.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:31:51 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 5527
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:33:11 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 5527
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:33:15 +0530] "GET /01-mini-project/CustomerController?action=Passbook HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:33:15 +0530] "GET /01-mini-project/Passbook.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:33:16 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 5527
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:33:28 +0530] "GET /01-mini-project/CustomerController?action=Passbook HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:33:28 +0530] "GET /01-mini-project/Passbook.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:33:30 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 5527
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:34:06 +0530] "GET /01-mini-project/LogoutServlet? HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:34:06 +0530] "GET /01-mini-project/Index.jsp HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:34:15 +0530] "GET /01-mini-project/LoginController?username=pratham%40example.com&password=pass123&user_type=customer HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:34:15 +0530] "GET /01-mini-project/Customer.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:34:17 +0530] "GET /01-mini-project/CustomerController?action=Passbook HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:34:17 +0530] "GET /01-mini-project/Passbook.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:34:18 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 5527
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:37:06 +0530] "GET /01-mini-project/Customer.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:37:09 +0530] "GET /01-mini-project/CustomerController?action=Passbook HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:37:09 +0530] "GET /01-mini-project/Passbook.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:37:10 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [17/Aug/2024:03:37:11 +0530] "GET /01-mini-project/CustomerController?accountNumber=ACC12345601&action=PrintPassbook HTTP/1.1" 200 3895
